iter	MAE
210	344.6983157
211	344.6131139
212	344.5474519
213	344.5052362
214	344.4496017
215	344.3866939
216	344.3311391
217	344.2749367
218	344.2267325
219	344.1455561
220	344.0923281
221	344.0446464
222	343.9774849
223	343.932667
224	343.8886101
225	343.8536267
226	343.7789983
227	343.7294075
228	343.6775189
229	343.5848993
230	343.5188909
231	343.4637054
232	343.4236366
233	343.3771448
234	343.3213433
235	343.2477951
236	343.2221944
237	343.1439176
238	343.0850324
239	343.0633716
240	343.0323644
241	342.965226
242	342.9234906
243	342.861286
244	342.8119802
245	342.7517888
246	342.721626
247	342.6513696
248	342.6210319
249	342.5499426
250	342.5173627
251	342.4781436
252	342.4436514
253	342.4013555
254	342.3527951
255	342.3264491
256	342.3135515
257	342.2681499
258	342.2004061
259	342.1751811
260	342.1168274
261	342.0900634
262	342.0535366
263	342.0250003
264	341.9965393
265	341.956074
266	341.9262833
267	341.8761314
268	341.8114797
269	341.7737125
270	341.7225392
271	341.6527078
272	341.6318576
273	341.5766465
274	341.5508111
275	341.5175332
276	341.4514599
277	341.4115366
278	341.3313455
279	341.2774738
280	341.2220641
281	341.1814952
282	341.1275769
283	341.0937658
284	341.0449203
285	340.9957962
286	340.9642538
287	340.8717588
288	340.8141845
289	340.7579903
290	340.7315661
291	340.6842894
292	340.6650335
293	340.6418445
294	340.6176012
295	340.5848385
296	340.516671
297	340.3774369
298	340.3300597
299	340.2650845
300	340.248257
301	340.1973813
302	340.1520189
303	340.085899
304	340.0358535
305	340.0121624
306	339.9524324
307	339.9225273
308	339.8853943
309	339.8483189
310	339.8028596
311	339.7318106
312	339.7141184
313	339.6918495
314	339.6350924
315	339.5968606
316	339.5604403
317	339.5076138
318	339.4755621
319	339.4108463
320	339.3658398
321	339.3379824
322	339.2889606
323	339.2613465
324	339.2356434
325	339.1896994
326	339.1545412
327	339.0724697
328	339.0591524
329	339.0303176
330	338.9726692
331	338.9412533
332	338.8646774
333	338.8157443
334	338.7800368
335	338.7364905
336	338.6944376
337	338.661224
338	338.62594
339	338.5883544
340	338.5362882
341	338.5003137
342	338.475762
343	338.4468288
344	338.4014855
345	338.3341033
346	338.2757278
347	338.2239139
348	338.1885478
349	338.1688363
350	338.1413123
351	338.0712643
352	338.0196878
353	337.9776566
354	337.944585
355	337.9212566
356	337.8875976
357	337.826995
358	337.7723265
359	337.7375308
360	337.6654129
361	337.6131921
362	337.585572
363	337.5546248
364	337.5158444
365	337.4605589
366	337.4151872
367	337.3785232
368	337.3448723
369	337.2937326
370	337.2735941
371	337.2314162
372	337.1746281
373	337.1425442
374	337.0880647
375	337.0089652
376	336.9182011
377	336.8845966
378	336.8376528
379	336.8035934
380	336.754187
381	336.7026362
382	336.6596284
383	336.6225617
384	336.5837341
385	336.5714532
386	336.5531802
387	336.4799184
388	336.4514564
389	336.3896177
390	336.3454344
391	336.2826897
392	336.2377658
393	336.1784947
394	336.1423792
395	336.117393
396	336.074677
397	336.0454962
398	336.0147223
399	335.9641982
400	335.945558
401	335.9110938
402	335.8646057
403	335.8330947
404	335.8182549
405	335.7570527
406	335.7230887
407	335.6426807
408	335.5993443
409	335.580681
410	335.5430927
411	335.4808849
412	335.4437596
413	335.3823049
414	335.3634162
415	335.315535
416	335.2750616
417	335.2284764
418	335.1858634
419	335.1476545
420	335.1010027
421	335.0402059
422	335.0166299
423	334.9643587
424	334.9535786
425	334.9333007
426	334.8894984
427	334.8663505
428	334.8525971
429	334.7827524
430	334.7429756
431	334.7259308
432	334.6557264
433	334.6376402
434	334.6011739
435	334.5444005
436	334.5217878
437	334.4785242
438	334.4167826
439	334.4046806
440	334.3838278
441	334.3626451
442	334.3122768
443	334.2451517
444	334.1822799
445	334.1629913
446	334.1212555
447	334.0911804
448	334.0563446
449	334.0203281
450	333.9719089
451	333.9457855
452	333.9299998
453	333.9081678
454	333.8620104
455	333.8318061
456	333.7987852
457	333.7419273
458	333.6774072
459	333.623319
460	333.597837
461	333.5484387
462	333.5252857
463	333.5023467
464	333.4713567
465	333.4292931
466	333.3773823
467	333.3556887
468	333.2835054
469	333.2612781
470	333.226885
471	333.1979464
472	333.1757872
473	333.1099782
474	333.0612246
475	333.009344
476	332.9766666
477	332.9286688
478	332.8863624
479	332.8669416
480	332.8350888
481	332.7963077
482	332.7455596
483	332.6680463
484	332.6167674
485	332.5915673
486	332.5314335
487	332.5195815
488	332.4731291
489	332.4360643
490	332.401311
491	332.372989
492	332.3459336
493	332.3032745
494	332.2813768
495	332.212334
496	332.1912333
497	332.1785014
498	332.1217645
499	332.1000405
500	332.0757929
501	332.063204
502	332.0349636
503	331.9813569
504	331.957877
505	331.9252827
506	331.8985183
507	331.8428712
508	331.8200871
509	331.7414872
510	331.7301249
511	331.6734004
512	331.5956895
513	331.5450028
514	331.5257102
515	331.5017352
516	331.4573969
517	331.4307912
518	331.4051305
519	331.365055
520	331.3434107
521	331.2985288
522	331.2701689
523	331.2194957
524	331.1682199
525	331.1387341
526	331.0764601
527	331.0371553
528	330.9934686
529	330.9735133
530	330.9471588
531	330.915635
532	330.9048243
533	330.8647652
534	330.8021914
535	330.7621538
536	330.7365906
537	330.6821152
538	330.6509384
539	330.6229202
540	330.6016835
541	330.5697481
542	330.5519078
543	330.497669
544	330.4686874
545	330.4364211
546	330.3932884
547	330.3454689
548	330.3014006
549	330.2858858
550	330.2823664
551	330.2480104
552	330.2217778
553	330.2112551
554	330.1926249
555	330.1688355
556	330.1506684
557	330.1248091
558	330.1008628
559	330.0837136
560	330.0594135
561	330.036465
562	329.9633986
563	329.9008523
564	329.8437629
565	329.8241971
566	329.7940411
567	329.7802779
568	329.7572201
569	329.7077532
570	329.6888352
571	329.6698971
572	329.6143336
573	329.5891964
574	329.5494443
575	329.477707
576	329.4341389
577	329.3993232
578	329.3636666
579	329.3039258
580	329.2661723
581	329.2309791
582	329.2047918
583	329.1679033
584	329.1341627
585	329.1072247
586	329.0491326
587	328.9976195
588	328.9720916
589	328.9428782
590	328.8986406
591	328.8505039
592	328.8364376
593	328.8110383
594	328.7719892
595	328.7333768
596	328.7218828
597	328.6597786
598	328.6298745
599	328.5771555
600	328.5432938
601	328.5325207
602	328.4673002
603	328.4196482
604	328.3879928
605	328.3749053
606	328.3507308
607	328.3293684
608	328.3036751
609	328.2749001
610	328.2660669
611	328.2226615
612	328.1842026
613	328.1609181
614	328.1239312
615	328.0816933
616	328.0546626
617	328.022901
618	327.9770402
619	327.958783
620	327.9463667
621	327.9358364
622	327.8704388
623	327.8319027
624	327.7906287
625	327.7545812
626	327.7028725
627	327.6420573
628	327.6268537
629	327.5979085
630	327.5642606
631	327.5470906
632	327.5197749
633	327.4895401
634	327.472794
635	327.4557305
636	327.430068
637	327.3938023
638	327.3771117
639	327.3401383
640	327.3096939
641	327.2793109
642	327.2484682
643	327.196796
644	327.1762892
645	327.1636198
646	327.1448839
647	327.1237639
648	327.1131599
649	327.0775894
650	327.0243971
651	326.9769741
652	326.9442884
653	326.9368175
654	326.8899123
655	326.8554054
656	326.8311687
657	326.8029603
658	326.7557549
659	326.7367534
660	326.7234351
661	326.6624063
662	326.6325409
663	326.6009324
664	326.5713345
665	326.5228292
666	326.5060509
667	326.4930367
668	326.4520473
669	326.4126987
670	326.3795122
671	326.3547165
672	326.3410865
673	326.3208958
674	326.2665545
675	326.2470899
676	326.2140063
677	326.1591763
678	326.138498
679	326.104208
680	326.0822743
681	326.0485047
682	326.01633
683	325.9598779
684	325.9254762
685	325.9028254
686	325.860363
687	325.843657
688	325.8033346
689	325.7907424
690	325.7816958
691	325.7215062
692	325.7002775
693	325.6878616
694	325.6681791
695	325.6296805
696	325.6098577
697	325.5734447
698	325.5674481
699	325.5266651
700	325.5026042
701	325.4952042
702	325.4833719
703	325.4094599
704	325.3693449
705	325.3549301
706	325.323912
707	325.2855066
708	325.2745014
709	325.2345824
710	325.2099681
711	325.2003954
712	325.170295
713	325.141619
714	325.0919993
715	325.0708256
716	325.0586924
717	325.0308488
718	325.0012221
719	324.9513221
720	324.9145201
721	324.8793724
722	324.8655589
723	324.8191553
724	324.8024693
725	324.7957885
726	324.7396485
727	324.7299932
728	324.7040931
729	324.6575838
730	324.6120546
731	324.6017605
732	324.5850263
733	324.560349
734	324.5448021
735	324.5312646
736	324.494436
737	324.4703885
738	324.4518143
739	324.4395849
740	324.4142725
741	324.3949345
742	324.368122
743	324.3433733
744	324.3097591
745	324.2849893
746	324.279121
747	324.2696227
748	324.2576942
749	324.2282673
750	324.2072314
751	324.1927376
752	324.1808701
753	324.1654388
754	324.1434999
755	324.1211099
756	324.0863924
757	324.077926
758	324.0320106
759	324.0174114
760	323.9874185
761	323.9640324
762	323.9391335
763	323.9175077
764	323.8987971
765	323.8542983
766	323.8272734
767	323.8153632
768	323.7945848
769	323.7424331
770	323.72929
771	323.6961974
772	323.692528
773	323.6635584
774	323.6522938
775	323.6445178
776	323.6246764
777	323.612435
778	323.5830925
779	323.560021
780	323.5432581
781	323.5177514
782	323.4717978
783	323.4290248
784	323.4150345
785	323.3962593
786	323.3857609
787	323.3696764
788	323.364442
789	323.3488747
790	323.3370138
791	323.3227444
792	323.2797257
793	323.2409678
794	323.206416
795	323.1901806
796	323.1391434
797	323.1268297
798	323.1204472
799	323.1115316
800	323.0782292
801	323.0543848
802	323.0399555
803	323.0022527
804	322.9845506
805	322.9609548
806	322.9375027
807	322.9126302
808	322.8840585
809	322.8772041
810	322.8636979
811	322.8000533
812	322.7729083
813	322.7671077
814	322.7623777
815	322.7260964
816	322.6808733
817	322.6728434
818	322.6549742
819	322.635966
820	322.6235185
821	322.5985553
822	322.5692197
823	322.5187827
824	322.5094485
825	322.505826
826	322.465338
827	322.4559256
828	322.4317564
829	322.4037215
830	322.3570889
831	322.3346636
832	322.3109378
833	322.2897067
834	322.2779405
835	322.2437896
836	322.2334634
837	322.2089706
838	322.1629983
839	322.151225
840	322.1112616
841	322.0774387
842	322.0454331
843	322.0192597
844	322.0103074
845	321.9801354
846	321.9727334
847	321.9555405
848	321.901561
849	321.8764392
850	321.8676674
851	321.8343259
852	321.7982027
853	321.7694734
854	321.7662731
855	321.7461729
856	321.7341964
857	321.6780488
858	321.6569299
859	321.6465403
860	321.6281273
861	321.588629
862	321.568586
863	321.5613372
864	321.5483271
865	321.5147119
866	321.4981768
867	321.4662753
868	321.4475022
869	321.4250939
870	321.4143484
871	321.3852364
872	321.3478293
873	321.3352322
874	321.2990973
875	321.2795752
876	321.2549687
877	321.2140171
878	321.2026604
879	321.1728359
880	321.1521827
881	321.1337443
882	321.1055688
883	321.0897636
884	321.0464848
885	321.0277185
886	321.0086085
887	320.9990293
888	320.9865211
889	320.9648137
890	320.9443044
891	320.9367268
892	320.925301
893	320.9129639
894	320.8715705
895	320.8482793
896	320.8284707
897	320.7980417
898	320.7648071
899	320.7618521
900	320.7493877
901	320.7294636
902	320.716006
903	320.6855359
904	320.6785759
905	320.6381061
906	320.6245105
907	320.5896978
908	320.5657079
909	320.5612042
910	320.5381478
911	320.5186964
912	320.4955043
913	320.4905579
914	320.4397105
915	320.4269183
916	320.4153609
917	320.3870581
918	320.3645291
919	320.340586
920	320.3275023
921	320.302419
922	320.2767847
923	320.2567623
924	320.2401633
925	320.2095267
926	320.193842
927	320.1895152
928	320.1800301
929	320.1593093
930	320.1368486
931	320.1157235
932	320.0982359
933	320.0798579
934	320.0736636
935	320.0513278
936	320.0425827
937	320.0030304
938	319.9924594
939	319.9847988
940	319.9811318
941	319.9777244
942	319.949605
943	319.932939
944	319.9246353
945	319.8951209
946	319.8868599
947	319.8649047
948	319.8603301
949	319.8296398
950	319.7980974
951	319.7929195
952	319.777778
953	319.7661038
954	319.7431247
955	319.7291308
956	319.6940608
957	319.678648
958	319.6671587
959	319.6469504
960	319.6301748
961	319.6185171
962	319.6035271
963	319.5911427
964	319.5790561
965	319.5651668
966	319.5347491
967	319.5228074
968	319.5162335
969	319.5096219
970	319.4931125
971	319.4719365
972	319.4523782
973	319.4305093
974	319.4155391
975	319.4121533
976	319.3897478
977	319.3724321
978	319.3554107
979	319.3407993
980	319.3079914
981	319.2820147
982	319.2561445
983	319.2332806
984	319.2317142
985	319.2135866
986	319.1927681
987	319.1788832
988	319.1579253
989	319.136427
990	319.1060455
991	319.1016729
992	319.0813229
993	319.0627766
994	319.0459266
995	319.0327656
996	319.0220036
997	319.0171104
998	318.9805019
999	318.9774306
1000	318.960577
1001	318.9353792
1002	318.9277981
1003	318.9231654
1004	318.9077142
1005	318.8989928
1006	318.8787074
1007	318.8415065
1008	318.8093988
1009	318.8025025
1010	318.7669118
1011	318.7483675
1012	318.7212278
1013	318.7013885
1014	318.6696887
1015	318.6535546
1016	318.6328971
1017	318.5938978
1018	318.5811359
1019	318.5746511
1020	318.5582651
1021	318.546574
1022	318.5109401
1023	318.4800885
1024	318.4458895
1025	318.4370809
1026	318.4281887
1027	318.3989248
1028	318.3800114
1029	318.3633013
1030	318.3475704
1031	318.3229347
1032	318.2977247
1033	318.2890655
1034	318.2739674
1035	318.2661548
1036	318.2561915
1037	318.2427891
1038	318.2242299
1039	318.2162777
1040	318.2028862
1041	318.1861194
1042	318.1723815
1043	318.1563504
1044	318.1439877
1045	318.1383574
1046	318.1347
1047	318.1149578
1048	318.1066943
1049	318.0961074
1050	318.0859091
1051	318.0624673
1052	318.0380058
1053	318.0317518
1054	318.0276759
1055	318.014081
1056	317.9972292
1057	317.9911469
1058	317.9746804
1059	317.9581855
1060	317.9358742
1061	317.9300027
1062	317.9185603
1063	317.8936028
1064	317.8707815
1065	317.865739
1066	317.8552139
1067	317.8300257
1068	317.8180242
1069	317.8149904
1070	317.8037335
1071	317.7931574
1072	317.7847338
1073	317.7576713
1074	317.7437883
1075	317.7281483
1076	317.7170492
1077	317.6779862
1078	317.6650849
1079	317.639274
1080	317.6198683
1081	317.6057327
1082	317.5938929
1083	317.5841849
1084	317.5762527
1085	317.5627481
1086	317.5401624
1087	317.519999
1088	317.5136276
1089	317.4850204
1090	317.4692866
1091	317.4526519
1092	317.4507798
1093	317.443013
1094	317.4226112
1095	317.4146974
1096	317.4026327
1097	317.3681149
1098	317.3597899
1099	317.3431742
1100	317.3377581
1101	317.3152815
1102	317.2925405
1103	317.2883115
1104	317.2812978
1105	317.2577057
1106	317.2264927
1107	317.1985837
1108	317.1868426
1109	317.1737862
1110	317.1611341
1111	317.1526584
1112	317.1343861
1113	317.1088383
1114	317.0881552
1115	317.0654102
1116	317.0260172
1117	317.017362
1118	316.9810899
1119	316.9473249
1120	316.9270071
1121	316.9136293
1122	316.8768087
1123	316.8531927
1124	316.8473311
1125	316.8291302
1126	316.8051666
1127	316.7821035
1128	316.7697676
1129	316.7522049
1130	316.7314996
1131	316.7252803
1132	316.7204678
1133	316.7123525
1134	316.7062382
1135	316.6921071
1136	316.6834407
1137	316.6559126
1138	316.6468677
1139	316.6135694
1140	316.6037442
1141	316.5904566
1142	316.5813898
1143	316.5783668
1144	316.5750763
1145	316.5701892
1146	316.5610693
1147	316.5544229
1148	316.5262234
1149	316.515027
1150	316.5013883
1151	316.4891371
1152	316.4806388
1153	316.4450403
1154	316.4433905
1155	316.4232891
1156	316.4099188
1157	316.3944894
1158	316.3559141
1159	316.3419266
1160	316.3319126
1161	316.3278167
1162	316.313007
1163	316.3045873
1164	316.2946746
1165	316.2351889
1166	316.214213
1167	316.2061572
1168	316.1977755
1169	316.1909706
1170	316.1758196
1171	316.1552431
1172	316.1244933
1173	316.1159682
1174	316.1050396
1175	316.0931222
1176	316.0849038
1177	316.057478
1178	316.0479141
1179	316.0368707
1180	316.0247598
1181	315.9886347
1182	315.9814551
1183	315.962262
1184	315.9555635
1185	315.9259681
1186	315.9106462
1187	315.8909813
1188	315.8552
1189	315.8345351
1190	315.8209012
1191	315.8135638
1192	315.8119487
1193	315.8066774
1194	315.8005367
1195	315.7959071
1196	315.7858052
1197	315.781608
1198	315.7756698
1199	315.7544556
1200	315.7482973
1201	315.7343485
1202	315.7188538
1203	315.6889818
1204	315.6795586
1205	315.6758975
1206	315.6672308
1207	315.6653472
1208	315.6448901
1209	315.6440127
1210	315.6281755
1211	315.6280328
1212	315.6188417
1213	315.6105565
1214	315.6080531
1215	315.6041067
1216	315.5951573
1217	315.5940172
1218	315.5846432
1219	315.5797205
1220	315.5538979
1221	315.5167129
1222	315.5074841
1223	315.4793822
1224	315.4573312
1225	315.4405328
1226	315.428816
1227	315.4201584
1228	315.4011559
1229	315.3987428
1230	315.3919862
1231	315.3869725
1232	315.3759642
1233	315.3725261
1234	315.3436385
1235	315.3389145
1236	315.3376479
1237	315.335164
1238	315.3313972
1239	315.3047133
1240	315.3032303
1241	315.2881766
1242	315.2820875
1243	315.2790253
1244	315.2587315
1245	315.2327091
1246	315.2280609
1247	315.2112614
1248	315.2032429
1249	315.1686517
1250	315.168066
1251	315.1481137
1252	315.1399318
1253	315.1268769
1254	315.1151961
1255	315.0951393
1256	315.0858684
1257	315.0820206
1258	315.0816811
1259	315.0699823
1260	315.0451795
1261	315.0423448
1262	315.0404233
1263	315.035865
1264	315.0347715
1265	315.0319523
1266	315.0182577
1267	315.0077372
1268	314.992519
1269	314.9751381
1270	314.9648765
1271	314.9633141
1272	314.9582545
1273	314.9493033
1274	314.9082261
1275	314.8951871
1276	314.8926513
1277	314.8832152
1278	314.8740236
1279	314.8538538
1280	314.8456122
1281	314.8390002
1282	314.8279767
1283	314.824962
1284	314.8117785
1285	314.7773651
1286	314.7742192
1287	314.7470221
1288	314.7319943
1289	314.7054832
1290	314.7025156
1291	314.6921631
1292	314.6804144
1293	314.6595768
1294	314.6386441
1295	314.622789
1296	314.6139256
1297	314.5901709
1298	314.5779075
1299	314.5687774
1300	314.5645537
1301	314.5528735
1302	314.5480504
1303	314.5392066
1304	314.5345791
1305	314.5275547
1306	314.5116755
1307	314.5089094
1308	314.4990939
1309	314.476582
1310	314.4612245
1311	314.4545897
1312	314.4492744
1313	314.4427856
1314	314.4422173
1315	314.4295616
1316	314.4221744
1317	314.4166204
1318	314.4115815
1319	314.401903
1320	314.3877941
1321	314.3794713
1322	314.3738991
1323	314.3675967
1324	314.3432492
1325	314.3356568
1326	314.3197329
1327	314.3158495
1328	314.3116324
1329	314.2998351
1330	314.2939163
1331	314.2935183
1332	314.2839197
1333	314.2643911
1334	314.263935
1335	314.2606521
1336	314.2604928
1337	314.2527929
1338	314.2468247
1339	314.2466814
1340	314.2367752
1341	314.2300471
1342	314.2136086
1343	314.2086342
1344	314.2044398
1345	314.1954745
1346	314.1860467
1347	314.1717316
1348	314.1660775
1349	314.1471715
1350	314.1377378
1351	314.1152758
1352	314.1065315
1353	314.0780407
1354	314.0691594
1355	314.0548533
1356	314.0488489
1357	314.0377547
1358	314.0227876
1359	314.0126842
1360	314.0013091
1361	314.0010873
1362	313.9916667
1363	313.9870355
1364	313.9813236
1365	313.9700126
1366	313.9598221
1367	313.954049
1368	313.9511057
1369	313.9480319
1370	313.9118348
1371	313.8914321
1372	313.8779049
1373	313.8700872
1374	313.8574369
1375	313.8123293
1376	313.7994347
1377	313.7829895
1378	313.7796202
1379	313.7775181
1380	313.7732877
1381	313.7718651
1382	313.7705256
1383	313.7703933
1384	313.7681782
1385	313.7430472
1386	313.7385249
1387	313.7356643
1388	313.7354208
1389	313.7081007
1390	313.7079221
1391	313.7076939
1392	313.7014018
1393	313.6988327
1394	313.6949264
1395	313.6862802
1396	313.6692241
1397	313.6657094
1398	313.661183
1399	313.6553646
1400	313.6509374
1401	313.6457913
1402	313.6416305
1403	313.6368441
1404	313.6366052
1405	313.624707
1406	313.6038319
1407	313.5875679
1408	313.581191
1409	313.5513657
1410	313.5492798
1411	313.5488294
1412	313.548406
1413	313.546537
1414	313.5321182
1415	313.5206488
1416	313.5202693
1417	313.5157174
1418	313.5142361
1419	313.5103466
1420	313.508633
1421	313.5034823
1422	313.4998777
1423	313.4933107
1424	313.4751565
1425	313.4731692
1426	313.4729086
1427	313.4726565
1428	313.4724311
1429	313.4547893
1430	313.4521934
1431	313.4446931
1432	313.444122
1433	313.4410024
1434	313.4274554
1435	313.4175735
1436	313.4066478
1437	313.3875054
1438	313.3834264
1439	313.3831586
1440	313.3828959
1441	313.3798961
1442	313.3466956
1443	313.346635
1444	313.3465762
1445	313.3369168
1446	313.3211987
1447	313.3167444
1448	313.3154472
1449	313.3144318
1450	313.3011282
1451	313.2930155
1452	313.2890173
1453	313.2868168
1454	313.2660803
1455	313.2585502
1456	313.2524356
1457	313.2313738
1458	313.2289368
1459	313.2231836
1460	313.2099905
1461	313.1971801
1462	313.1887299
1463	313.1733667
1464	313.1597524
1465	313.1540052
1466	313.1311621
1467	313.1309669
1468	313.1084178
1469	313.0902968
1470	313.0786858
1471	313.0771183
1472	313.0708423
1473	313.0706008
1474	313.0673744
1475	313.0428724
1476	313.0268542
1477	313.0136774
1478	313.0098507
1479	312.987445
1480	312.9788058
1481	312.9782341
1482	312.9736371
1483	312.9557759
1484	312.9423487
1485	312.9420583
1486	312.9156912
1487	312.9077818
1488	312.889578
1489	312.8836534
1490	312.8782999
1491	312.8586381
1492	312.8322274
1493	312.8280361
1494	312.8106497
1495	312.8019762
1496	312.7962087
1497	312.7729812
1498	312.7725353
1499	312.759264
1500	312.751263
1501	312.7402558
1502	312.7295864
1503	312.7226821
1504	312.7159779
1505	312.7041822
1506	312.6988987
1507	312.6852349
1508	312.6808545
1509	312.6665209
1510	312.6652337
1511	312.6611197
1512	312.6585384
1513	312.6535323
1514	312.6490743
1515	312.645995
1516	312.641397
1517	312.6377729
1518	312.6216962
1519	312.6079449
1520	312.6023817
1521	312.5946435
1522	312.5893919
1523	312.5821769
1524	312.5760531
1525	312.5725715
1526	312.5601682
1527	312.5485157
1528	312.5392666
1529	312.5301112
1530	312.5226299
1531	312.5084015
1532	312.504896
1533	312.5047839
1534	312.4871688
1535	312.4670179
1536	312.4461225
1537	312.4383116
1538	312.4346856
1539	312.4220459
1540	312.412681
1541	312.4058399
1542	312.3953
1543	312.3868614
1544	312.3712518
1545	312.3515562
1546	312.3481145
1547	312.3236717
1548	312.3141519
1549	312.308031
1550	312.2998172
1551	312.2991898
1552	312.2930879
1553	312.2863426
1554	312.2785084
1555	312.2542038
1556	312.2528896
1557	312.2377356
1558	312.2186294
1559	312.2149589
1560	312.2050733
1561	312.2032241
1562	312.1916401
1563	312.1850761
1564	312.1838313
1565	312.1778595
1566	312.1740186
1567	312.1627644
1568	312.1523649
1569	312.1398378
1570	312.1267179
1571	312.1142582
1572	312.0995275
1573	312.0955203
1574	312.0882093
1575	312.0760807
1576	312.0668182
1577	312.0654045
1578	312.0466261
1579	312.0445045
1580	312.0215272
1581	312.0115355
1582	311.9918896
1583	311.9887125
1584	311.9833579
1585	311.9789889
1586	311.9686209
1587	311.9662246
1588	311.9487542
1589	311.942761
1590	311.9406945
1591	311.9291938
1592	311.9212432
1593	311.9103856
1594	311.905772
1595	311.895336
1596	311.8794982
1597	311.8631183
1598	311.8513761
1599	311.8442342
1600	311.8334135
1601	311.8208182
1602	311.8145395
1603	311.805072
1604	311.802708
1605	311.7943519
1606	311.7842454
1607	311.7776683
1608	311.7768199
1609	311.7665035
1610	311.7544523
1611	311.7521848
1612	311.7431524
1613	311.7253974
1614	311.7100276
1615	311.6907414
1616	311.6791621
1617	311.6699153
1618	311.6452966
1619	311.6298678
1620	311.6220956
1621	311.6089066
1622	311.6052971
1623	311.5907366
1624	311.5856981
1625	311.5601957
1626	311.547348
1627	311.5308283
1628	311.5185425
1629	311.5144597
1630	311.5068523
1631	311.495957
1632	311.4869161
1633	311.4756427
1634	311.4583053
1635	311.4490372
1636	311.4399474
1637	311.429861
1638	311.4128295
1639	311.4103444
1640	311.3986682
1641	311.3901179
1642	311.3853832
1643	311.3748283
1644	311.3533933
1645	311.3218184
1646	311.3159204
1647	311.3118297
1648	311.3109148
1649	311.2877411
1650	311.2830964
1651	311.2816765
1652	311.2793025
1653	311.2768402
1654	311.2580883
1655	311.2436664
1656	311.2414039
1657	311.2411128
1658	311.1858493
1659	311.182988
1660	311.1648201
1661	311.1592449
1662	311.1414671
1663	311.1385528
1664	311.1186682
1665	311.0960133
1666	311.0763804
1667	311.0757686
1668	311.0723841
1669	311.067641
1670	311.0565109
1671	311.0379534
1672	311.0376522
1673	311.0369652
1674	311.0304932
1675	311.0201532
1676	311.0200041
1677	311.0138886
1678	310.9989594
1679	310.9947965
1680	310.9933771
