iter	Accuracy	Logloss
188	0.9704167566	0.1218119394
189	0.9704167566	0.1217722984
190	0.9704167566	0.1217321815
191	0.9704167566	0.1217321758
192	0.9704167566	0.1216939468
193	0.9704167566	0.1216436073
194	0.9704167566	0.121621258
195	0.9704167566	0.1215931091
196	0.9704167566	0.1215352362
197	0.9704167566	0.1214992865
198	0.9704167566	0.1214596309
199	0.9704167566	0.1214406459
200	0.9704167566	0.121434937
201	0.9704167566	0.1213937377
202	0.9704167566	0.1213751714
203	0.9704167566	0.1213058418
204	0.9704167566	0.1212617193
205	0.9704167566	0.1212352117
206	0.9704167566	0.121175441
207	0.9704167566	0.1211628684
208	0.9704167566	0.1211150913
209	0.9704167566	0.1210632114
210	0.9704167566	0.121036471
211	0.9704167566	0.1210230374
212	0.9704167566	0.1209961579
213	0.9704167566	0.1209719045
214	0.9704167566	0.1209274464
215	0.9704167566	0.1208568478
216	0.9704167566	0.1208246475
217	0.9704167566	0.1208125205
218	0.9704707407	0.1207767211
219	0.9704707407	0.1207662623
220	0.9704167566	0.1206948436
221	0.9704167566	0.1206793903
222	0.9704167566	0.1206545303
223	0.9704167566	0.1206476566
224	0.9704707407	0.1205984768
225	0.9704707407	0.1205423779
226	0.9704707407	0.1205134842
227	0.9704707407	0.1204704477
228	0.9705247247	0.1204173549
229	0.9705247247	0.1203396254
230	0.9704707407	0.1203171756
231	0.9705247247	0.1202883883
232	0.9705247247	0.1202505664
233	0.9705247247	0.1202116646
234	0.9705247247	0.1201512951
235	0.9705247247	0.1201059784
236	0.9705247247	0.1200931196
237	0.9705247247	0.120068096
238	0.9705247247	0.1200100266
239	0.9705247247	0.1199643062
240	0.9705247247	0.1199321755
241	0.9705247247	0.1198973568
242	0.9705247247	0.1198687563
243	0.9705247247	0.1198384316
244	0.9705247247	0.1198327078
245	0.9705247247	0.1198202559
246	0.9705247247	0.1197465242
247	0.9705247247	0.1197262164
248	0.9705247247	0.1197037854
249	0.9705247247	0.1196914629
250	0.9705247247	0.1196804754
251	0.9705787087	0.1196545515
252	0.9705787087	0.1196057672
253	0.9706326927	0.119579895
254	0.9706866767	0.1195388711
255	0.9706866767	0.1195170603
256	0.9706866767	0.1194920004
257	0.9707406608	0.1194779786
258	0.9707406608	0.1194779785
259	0.9707406608	0.1194416832
260	0.9707946448	0.119423667
261	0.9707946448	0.1194129362
262	0.9707946448	0.1193593339
263	0.9707406608	0.119349335
264	0.9707406608	0.1192862328
265	0.9707406608	0.1192846357
266	0.9707406608	0.1192331263
267	0.9707946448	0.1192170625
268	0.9708486288	0.1191305676
269	0.9708486288	0.1190906209
270	0.9708486288	0.1190906047
271	0.9708486288	0.1190764317
272	0.9707946448	0.1190468436
273	0.9707946448	0.1190381394
274	0.9707946448	0.1189798975
275	0.9707946448	0.1189563656
276	0.9707946448	0.1189196781
277	0.9709026128	0.1188820405
278	0.9709026128	0.1188610193
279	0.9709026128	0.1188450449
280	0.9708486288	0.1188104654
281	0.9709026128	0.1187831293
282	0.9709565968	0.1187358975
283	0.9709565968	0.1187005211
284	0.9709565968	0.1186644446
285	0.9709026128	0.1186239379
286	0.9709026128	0.118617588
287	0.9709565968	0.1185823187
288	0.9709565968	0.1185326311
289	0.9709565968	0.118498445
290	0.9709565968	0.1184861865
291	0.9709565968	0.1184476794
292	0.9709565968	0.1184284882
293	0.9709565968	0.11841624
294	0.9708486288	0.1183846189
295	0.9708486288	0.1183604745
296	0.9708486288	0.1183195151
297	0.9709565968	0.1182620599
298	0.9709565968	0.1182544467
299	0.9709565968	0.1181910582
300	0.9709565968	0.1181568576
301	0.9709565968	0.1181322658
302	0.9709565968	0.1180793673
303	0.9709565968	0.1180478163
304	0.9709565968	0.1180205551
305	0.9709565968	0.1180205548
306	0.9709565968	0.1179966006
307	0.9709565968	0.1179570027
308	0.9709565968	0.1178991907
309	0.9709565968	0.1178805437
310	0.9709565968	0.117841825
311	0.9709565968	0.1177870973
312	0.9710105809	0.1177746296
313	0.9710105809	0.1177394602
314	0.9710105809	0.1177154843
315	0.9710105809	0.1177058449
316	0.9710105809	0.1176617341
317	0.9709565968	0.117614366
318	0.9709565968	0.1175662164
319	0.9710105809	0.1175386955
320	0.9710105809	0.1174886798
321	0.9710105809	0.1174687184
322	0.9710105809	0.1174488368
323	0.9710105809	0.1173881171
324	0.9710105809	0.1173760891
325	0.9710105809	0.1173307349
326	0.9710645649	0.1172962584
327	0.9710645649	0.1172348831
328	0.9710105809	0.1171955395
329	0.9710105809	0.1171925922
330	0.9710105809	0.1171500818
331	0.9710105809	0.1171106826
332	0.9710105809	0.117057433
333	0.9710105809	0.1170476795
334	0.9710105809	0.1170341276
