iter	Logloss
0	0.6809328961
1	0.6687963929
2	0.6564014637
3	0.6443518804
4	0.634631966
5	0.6264929731
6	0.6170950159
7	0.6086681481
8	0.599678782
9	0.5920705849
10	0.5856764207
11	0.5820741815
12	0.574257914
13	0.5688580808
14	0.5620559291
15	0.5569546724
16	0.5530458497
17	0.5478603766
18	0.5434787123
19	0.5396848198
20	0.5362590653
21	0.5335441367
22	0.5303235715
23	0.5272357923
24	0.5225839905
25	0.5200560063
26	0.5170123338
27	0.5137514631
28	0.5100912674
29	0.5066361403
30	0.5032911959
31	0.5006089165
32	0.4989182082
33	0.4970194746
34	0.4948270781
35	0.4921407831
36	0.4903224087
37	0.4883130931
38	0.4868779175
39	0.4842580402
40	0.4823888246
41	0.4802367202
42	0.4786370472
43	0.4767222739
44	0.4743501009
45	0.4723227333
46	0.47041782
47	0.4683887928
48	0.4666963289
49	0.4654280427
50	0.4639181146
51	0.462708582
52	0.4615696791
53	0.4598854103
54	0.4588543884
55	0.457720581
56	0.4564657883
57	0.4558321741
58	0.4541956438
59	0.4533043282
60	0.4517838652
61	0.4510592137
62	0.4500893975
63	0.4489746425
64	0.4476092787
65	0.4467773695
66	0.4457216355
67	0.4447245477
68	0.4439161575
69	0.4433913231
70	0.4423431513
71	0.4416482054
72	0.4403748342
73	0.4397549996
74	0.4386137289
75	0.437368614
76	0.4364344011
77	0.4358657859
78	0.434987955
79	0.4334025262
80	0.4323652131
81	0.4312560845
82	0.430614789
83	0.4300279936
84	0.4295346002
85	0.4285917033
86	0.4279817185
87	0.4273848828
88	0.4265030273
89	0.4257489262
90	0.4252361939
91	0.4248363416
92	0.4242165255
93	0.4236037366
94	0.4231581578
95	0.4224093279
96	0.4218602748
97	0.4211967954
98	0.4204428623
99	0.420126262
100	0.4195593733
101	0.419043928
102	0.4186120973
103	0.4180963962
104	0.4177208233
105	0.4172952678
106	0.4166563967
107	0.4160463902
108	0.4155233786
109	0.415116693
110	0.4144937972
111	0.4141303819
112	0.4138055182
113	0.413492835
114	0.4131254137
115	0.4126050704
116	0.4120380677
117	0.4116540972
118	0.4112963298
119	0.4108111696
120	0.4105334912
121	0.4100807456
122	0.4094450568
123	0.4091435649
124	0.4086623514
125	0.4083224016
126	0.4080115416
127	0.4076882195
128	0.4073616677
129	0.4070848686
130	0.4067461249
131	0.4064433379
132	0.4060349928
133	0.4057512808
134	0.4054127619
135	0.40499219
136	0.4046809597
137	0.4044684516
138	0.4038789895
139	0.4032439757
140	0.4028575223
141	0.4023579403
142	0.4021359421
143	0.4017707042
144	0.4015025957
145	0.4012232636
146	0.4007862728
147	0.4003787673
148	0.4001903413
149	0.400031783
150	0.399602552
151	0.3993009247
152	0.3989720448
153	0.3985260939
154	0.3983401857
155	0.3980004402
156	0.3977227646
157	0.3975233886
158	0.3973675688
159	0.3971339708
160	0.3970050473
161	0.396547237
162	0.3961936493
163	0.3959451709
164	0.3957875829
165	0.3955199314
166	0.3952062443
167	0.3949443935
168	0.394559684
169	0.3941874338
170	0.3936342563
171	0.3934204158
172	0.3932029588
173	0.3928739923
174	0.3926663836
175	0.3924914827
176	0.3923013278
177	0.3921198807
178	0.3919267398
179	0.3916292225
180	0.391142993
181	0.3908110438
182	0.3906137938
183	0.3904379197
184	0.3902096503
185	0.389760611
186	0.3895865986
187	0.3892822539
188	0.3890652049
189	0.3886947527
190	0.388251627
191	0.3880280478
192	0.3878270236
193	0.3876555342
194	0.3874705475
195	0.3871665363
196	0.3870141478
197	0.3868406501
198	0.3864451075
199	0.3862479903
200	0.3860456206
201	0.3857734576
202	0.385510489
203	0.3853541795
204	0.385138646
205	0.3849259822
206	0.3845731806
207	0.3844068552
208	0.3842408326
209	0.384098916
210	0.3839260958
211	0.3838299376
212	0.3837018629
213	0.3833720714
214	0.383193166
215	0.3829639086
216	0.382815826
217	0.3825334759
218	0.3823701437
219	0.3822040001
220	0.3819681819
221	0.3816412073
