iter	MAE
325	330.3282692
326	330.273644
327	330.2244937
328	330.1740732
329	330.0595862
330	330.023703
331	329.9576623
332	329.8397432
333	329.7460985
334	329.7336956
335	329.7092993
336	329.6025256
337	329.503989
338	329.4067089
339	329.3626784
340	329.2749127
341	329.1781393
342	329.0836354
343	328.9692447
344	328.9101554
345	328.8605907
346	328.8291135
347	328.7786839
348	328.701461
349	328.6548051
350	328.5231911
351	328.5065328
352	328.4646449
353	328.3966697
354	328.3623777
355	328.3435179
356	328.2334951
357	328.2131081
358	328.162972
359	328.0626213
360	328.0217774
361	327.9229967
362	327.8688541
363	327.8034148
364	327.6945269
365	327.6449248
366	327.5923235
367	327.4976502
368	327.4779381
369	327.4021667
370	327.299011
371	327.2445838
372	327.2057182
373	327.1686014
374	327.0904536
375	327.048521
376	326.9198194
377	326.8659891
378	326.7782135
379	326.6473634
380	326.6041309
381	326.5352902
382	326.4797152
383	326.4380324
384	326.359213
385	326.302309
386	326.2549015
387	326.2188316
388	326.1774553
389	326.1234916
390	326.0249
391	325.9803966
392	325.9308792
393	325.8899946
394	325.8528275
395	325.8220907
396	325.7281641
397	325.625726
398	325.5144633
399	325.3807324
400	325.3317079
401	325.3217351
402	325.3046125
403	325.2782361
404	325.23753
405	325.2161536
406	325.1603279
407	325.0962132
408	325.0759996
409	325.0686105
410	324.9976337
411	324.9608475
412	324.9426791
413	324.9177658
414	324.8347295
415	324.7592858
416	324.7126074
417	324.6791655
418	324.6383991
419	324.6191659
420	324.5697326
421	324.4951559
422	324.4261362
423	324.4022917
424	324.3439096
425	324.2910338
426	324.2519642
427	324.2303913
428	324.187798
429	324.1516636
430	324.1078494
431	324.0628746
432	323.9404319
433	323.9295139
434	323.8724969
435	323.8191004
436	323.7245796
437	323.6959929
438	323.613049
439	323.5400359
440	323.5162216
441	323.4733082
442	323.4042113
443	323.3766855
444	323.3099354
445	323.2699392
446	323.1955085
447	323.1051625
448	323.024152
449	322.9955963
450	322.9586419
451	322.8766152
452	322.8222542
453	322.7994195
454	322.7397411
455	322.6712509
456	322.6247144
457	322.5842961
458	322.4648528
459	322.3949044
460	322.323898
461	322.2955556
462	322.2250307
463	322.189731
464	322.1359035
465	322.102917
466	322.062941
467	322.0576963
468	321.9879501
469	321.961341
470	321.9120369
471	321.888648
472	321.7874067
473	321.7087288
474	321.6622343
475	321.6146062
476	321.573429
477	321.5392678
478	321.5201541
479	321.4949779
480	321.4641333
481	321.439767
482	321.4304462
483	321.395843
484	321.3146256
485	321.2948743
486	321.2702399
487	321.2562797
488	321.1837217
489	321.174226
490	321.1697663
491	321.0868362
492	321.0346076
493	320.9933157
494	320.9080117
495	320.8623256
496	320.8246238
497	320.8018066
498	320.7759977
499	320.7361383
