iter	Logloss
0	0.6847132672
1	0.6769131636
2	0.6649245367
3	0.6579858502
4	0.6524734184
5	0.6419116147
6	0.6315139197
7	0.6239586354
8	0.6212107987
9	0.6176847775
10	0.6079606565
11	0.6001252201
12	0.5921810108
13	0.5866689565
14	0.5797692488
15	0.5722249578
16	0.5682548736
17	0.5616664465
18	0.5578680596
19	0.551883122
20	0.5468010039
21	0.5411335063
22	0.539352275
23	0.5351852864
24	0.5293768339
25	0.5258047815
26	0.521663294
27	0.5174097656
28	0.5121107262
29	0.5058892007
30	0.5025210298
31	0.4997988819
32	0.4961506839
33	0.4922110656
34	0.4896592326
35	0.4857677252
36	0.4833075953
37	0.4798316447
38	0.4763649418
39	0.4730572311
40	0.4719089433
41	0.4690494921
42	0.4651568367
43	0.4618196703
44	0.4588648407
45	0.4564224301
46	0.4553519595
47	0.4549322556
48	0.4532285763
49	0.4505443217
50	0.4491172084
51	0.4464469983
52	0.4437960202
53	0.4399624987
54	0.4366720584
55	0.4347533281
56	0.4326947574
57	0.4305809245
58	0.4290167223
59	0.4253876721
60	0.4234524549
61	0.420794403
62	0.417274934
63	0.4134009784
64	0.4114640227
65	0.4102106893
66	0.4098657672
67	0.4084643015
68	0.4071168971
69	0.4062835089
70	0.4035883315
71	0.4013188358
72	0.4002045818
73	0.3979110849
74	0.3956717443
75	0.3939234043
76	0.3936733928
77	0.392231672
78	0.391480479
79	0.3883030741
80	0.38664249
81	0.3841774836
82	0.3835768191
83	0.3835410387
84	0.382981736
85	0.38298159
86	0.380003017
87	0.3784709467
88	0.3766475991
89	0.3748378129
90	0.3731313712
91	0.3729525471
92	0.3699090085
93	0.3669618924
94	0.3650083002
95	0.364196013
96	0.362932349
97	0.3613383945
98	0.360619074
99	0.3592658848
100	0.3587232576
101	0.3575485474
102	0.3558667324
103	0.3532223931
104	0.3512170378
105	0.3504776949
106	0.3487196942
107	0.34749617
108	0.3465455251
109	0.3441704265
110	0.342753487
111	0.3414757248
112	0.3409845525
113	0.3389853096
114	0.3378597976
115	0.3364668965
116	0.3355669128
117	0.3353736223
118	0.334037974
119	0.3326728398
120	0.3318977013
121	0.3306842396
122	0.3299198634
123	0.3275022491
124	0.326807722
125	0.3255356943
126	0.3248018367
127	0.3236575418
128	0.3218256253
129	0.3208580522
130	0.3198168219
131	0.3188778223
132	0.3163670331
133	0.3153522976
134	0.3146134821
135	0.3132761143
136	0.3127133406
137	0.3125710286
138	0.310845089
139	0.3096933773
140	0.3093454918
141	0.3079537542
142	0.307631915
143	0.3067008396
144	0.3057585784
145	0.3055963848
146	0.3041186535
147	0.3034970116
148	0.3028272119
149	0.3020332352
150	0.3013907849
151	0.2996332375
152	0.2995465279
153	0.2981773601
154	0.2971254733
155	0.2956279811
156	0.2942403026
157	0.2927773881
158	0.2914910984
159	0.2905043126
160	0.2891845074
161	0.2891070892
162	0.2875224308
163	0.2865341772
164	0.2855291111
165	0.2848002504
166	0.2838826158
167	0.283758383
168	0.2829441916
169	0.2822708236
170	0.2809908511
171	0.2805301809
172	0.2792161262
173	0.2781641124
174	0.2767241654
175	0.2766643538
176	0.2755450731
177	0.2746293908
178	0.2729593428
179	0.272199907
180	0.2708092899
181	0.2698062143
182	0.2697129964
183	0.2688070709
184	0.267776593
185	0.2671231353
186	0.2658308535
187	0.2652063943
188	0.2640768688
189	0.2633281908
190	0.2620574375
191	0.2616188107
192	0.2609176565
193	0.2592336667
194	0.2591788815
195	0.2565653789
196	0.2552837585
197	0.2541111265
198	0.2527672915
199	0.2510266984
200	0.2504365806
201	0.2496365441
202	0.2475472036
203	0.2469383701
204	0.2456541056
205	0.2446933916
206	0.2439540714
207	0.2427221413
208	0.2422346499
209	0.2420728902
210	0.2413620109
211	0.24042055
212	0.2392718909
213	0.2374905262
214	0.2367989959
215	0.2352914609
216	0.2348050737
217	0.2338634651
218	0.2324427884
219	0.2310763115
220	0.2306768595
221	0.2298442898
222	0.2289650228
223	0.2279854875
224	0.226395318
225	0.2257554866
