dataops_adherence_mean,dataops_adherence_std,debug_refinement_mean,debug_refinement_std,debug_tuning_mean,debug_tuning_std,exec_seconds_mean,exec_seconds_std,honest_dataops_adherence_mean,honest_dataops_adherence_std,honest_debug_refinement_mean,honest_debug_refinement_std,honest_debug_tuning_mean,honest_debug_tuning_std,honest_exec_seconds_mean,honest_exec_seconds_std,honest_n_runs,honest_score_ensemble_best_mean,honest_score_ensemble_best_std,honest_score_init_mean,honest_score_init_std,honest_score_refine_promoted_mean,honest_score_refine_promoted_std,honest_score_submission_mean,honest_score_submission_std,honest_wall_seconds_mean,honest_wall_seconds_std,n_runs,score_ensemble_best_mean,score_ensemble_best_std,score_init_mean,score_init_std,score_refine_promoted_mean,score_refine_promoted_std,score_submission_mean,score_submission_std,system,task,wall_seconds_mean,wall_seconds_std
0.6809999999999999,0.045574115460423344,11.333333333333334,6.110100926607787,0.0,0.0,340.8666666666667,282.5344285805419,,,,,,,,,,,,,,,,,,,,3,49067.919125087334,6114.343269230937,55749.771535517415,806.578026285181,54061.01886651911,2253.7898082490146,49067.919125087334,6114.343269230937,skrub-full,california-housing-prices,646.0,259.70945304320367
0.0,0.0,4.0,0.0,0.0,0.0,1223.9666666666667,407.88128583367654,0.0,0.0,4.0,0.0,0.0,0.0,1221.0500000000002,576.7870014138668,2,52278.53059194866,3088.564184278103,54744.38349559489,0.0,54650.04793115241,133.41063464868284,52567.917539846356,3497.8191307687857,1843.5,28.991378028648448,3,38314.09500243242,24285.510049439887,54580.269713602946,284.25340863233674,39950.159459555456,25461.128459494597,38507.01963436422,24479.4591251719,vanilla,california-housing-prices,1847.3333333333333,21.548395145191982
0.638,0.02193171219946133,12.0,3.4641016151377544,1.3333333333333333,2.309401076758503,1298.1333333333332,453.4696498480723,,,,,,,,,,,,,,,,,,,,3,0.788000766724171,0.00259301308385445,0.7887674908951505,0.002656010439055194,0.7887674908951505,0.002656010439055194,0.7872340425531915,0.0011500862564692294,skrub-full,spaceship-titanic,2388.0,503.7092415272922
0.0,0.0,0.0,0.0,0.0,0.0,2242.7333333333336,823.8138402171534,,,,,,,,,,,,,,,,,,,,3,0.8170579708109292,0.007424687805329107,0.8244201648456968,0.0011970477282726541,0.8244201648456968,0.0011970477282726541,0.8126028118544686,0.0006160505984690805,vanilla,spaceship-titanic,2905.0,542.5274186619512
