iter	Logloss
0	0.6816071111
1	0.6712856701
2	0.6618102292
3	0.6519837289
4	0.6428427545
5	0.63475724
6	0.6272978732
7	0.6206398387
8	0.6124032511
9	0.6051076798
10	0.5986871339
11	0.5919872264
12	0.5860875477
13	0.5817634451
14	0.5749841422
15	0.5692628163
16	0.5652870266
17	0.5604625841
18	0.5547114008
19	0.5491001843
20	0.5449312977
21	0.541756532
22	0.5395215239
23	0.5374135878
24	0.5341547875
25	0.5310380146
26	0.528181801
27	0.5246502261
28	0.5216882433
29	0.5201074228
30	0.517267963
31	0.5147711408
32	0.5129318432
33	0.5104228885
34	0.5072854498
35	0.5057992024
36	0.5033666243
37	0.500931277
38	0.4993346421
39	0.4970902528
40	0.4949686203
41	0.4930011477
42	0.4912109727
43	0.4885815831
44	0.486446002
45	0.4846940569
46	0.4830798678
47	0.4814448354
48	0.4793309752
49	0.4777820474
50	0.4759858461
51	0.4742689077
52	0.4727897148
53	0.4711660877
54	0.4695373516
55	0.4682794488
56	0.4665998029
57	0.4656818425
58	0.4644460691
59	0.4634665176
60	0.4619844139
61	0.4611523704
62	0.4595895195
63	0.4588601867
64	0.4574873851
65	0.456864701
66	0.4559199484
67	0.4551175832
68	0.4543640552
69	0.4532126256
70	0.4522276705
71	0.451288174
72	0.4505837044
73	0.4496238041
74	0.4490788031
75	0.4482205496
76	0.4473579739
77	0.4466282282
78	0.4460941969
79	0.4454997536
80	0.4450074823
81	0.4444145026
82	0.4439082096
83	0.443190003
84	0.4426414749
85	0.4419654515
86	0.4411835952
87	0.4402920255
88	0.4396004633
89	0.4388747262
90	0.4384269296
91	0.4377253238
92	0.4370204147
93	0.4366319164
94	0.4361193273
95	0.4354646032
96	0.4348219384
97	0.4341666109
98	0.4336794346
99	0.4331168158
100	0.432615524
101	0.4320593593
102	0.4317497716
103	0.4312898949
104	0.4308988772
105	0.4305584135
106	0.4299887223
107	0.4295556724
108	0.4290065084
109	0.4286574335
110	0.4283675793
111	0.427984044
112	0.4275452271
113	0.4267483343
114	0.4263550116
115	0.425701939
116	0.4253192673
117	0.4249060236
118	0.4246578775
119	0.4243404167
120	0.423487722
121	0.4231892318
122	0.4228206578
123	0.4223941582
124	0.4220151624
125	0.4216226944
126	0.4211521694
127	0.420648361
128	0.4203551974
129	0.4200149099
130	0.4195470328
131	0.4192767055
132	0.4188218845
133	0.4185783887
134	0.4182763895
135	0.4180308322
136	0.4176053642
137	0.4169356252
138	0.4167106136
139	0.4164287137
140	0.4159523748
141	0.4157246868
142	0.4153930002
143	0.4151016575
144	0.4148674332
145	0.4144852897
146	0.4141918098
147	0.413522797
148	0.4131946485
149	0.4128408391
150	0.4125272731
151	0.412215826
152	0.4119667923
153	0.411646998
154	0.4112705868
155	0.4108620227
156	0.4105224393
157	0.4102129897
158	0.4100077842
159	0.4096639201
160	0.4091818564
161	0.4089169389
162	0.4086092031
163	0.4083712091
164	0.4081160135
165	0.4078490827
166	0.4074959044
167	0.4071884796
168	0.4068540134
169	0.4065766729
170	0.4062734351
171	0.4059564069
172	0.4056490696
173	0.4053405512
174	0.4049041746
175	0.4047559232
176	0.4043914218
177	0.4039916475
178	0.4036439796
179	0.4033553628
180	0.4030651502
181	0.4027814034
182	0.4025257095
183	0.4022396554
184	0.401937611
185	0.401554778
186	0.4011845824
187	0.4008538718
188	0.4005773981
189	0.4002904183
190	0.3999720043
191	0.3996981276
192	0.3994156722
193	0.3990273531
194	0.3987676338
195	0.3981418176
196	0.3978858249
197	0.3976939411
198	0.3974480505
199	0.3970960898
200	0.3969233929
201	0.3965996997
202	0.3963330423
203	0.3960465528
204	0.3957726021
205	0.3955144415
206	0.3951587235
207	0.3948782099
208	0.394525341
209	0.3943016193
210	0.3939109422
211	0.3934588612
212	0.393129669
213	0.3927750361
214	0.3923266701
215	0.3920995349
216	0.391776168
217	0.3914062775
218	0.3911566362
219	0.3908980321
220	0.3905464876
221	0.3902573675
222	0.390069663
223	0.3897977937
224	0.3895020417
225	0.3891282297
226	0.3889557587
227	0.3886401764
228	0.3883603585
229	0.3882068835
230	0.3879852394
231	0.3877384359
232	0.387385559
233	0.3871447265
234	0.3868196864
235	0.3865274195
236	0.3862775546
237	0.3860813491
238	0.3858294867
239	0.3855271879
240	0.3852509607
241	0.3850342743
242	0.3848663563
243	0.3846579052
244	0.384480904
245	0.3842586103
246	0.3839968562
247	0.3837599873
248	0.383484459
249	0.3832328923
250	0.3829893082
251	0.382826535
252	0.3825214243
253	0.3822160393
254	0.3819167847
255	0.3817206162
256	0.3814820943
257	0.3812548731
258	0.3810175155
259	0.3806641986
260	0.3804949289
261	0.3802373171
262	0.3800673854
263	0.3798896069
264	0.3796155755
265	0.3794054674
266	0.3791659074
267	0.3789920984
268	0.378425683
269	0.3782145322
270	0.3779384319
271	0.3776136069
272	0.3769800229
273	0.3767276769
274	0.3764096219
275	0.3762226007
276	0.3760404713
277	0.3757141848
278	0.3754492208
279	0.375148493
280	0.3749041772
281	0.3747399038
282	0.3745228917
283	0.3742499344
284	0.3739436677
285	0.3737629268
286	0.3735011725
287	0.3732950377
288	0.3731465041
289	0.3728921037
290	0.3726109195
291	0.3723250095
292	0.3721108976
293	0.371858587
294	0.3716695592
295	0.3713490221
296	0.37111464
297	0.370927704
298	0.3706898635
299	0.3704910417
300	0.3703268209
301	0.3702026843
302	0.3699654578
303	0.3697402413
304	0.3695037129
305	0.3693020436
306	0.3689754793
307	0.3687426588
308	0.3684850481
309	0.3681648828
310	0.3679016344
311	0.3676871862
312	0.3674618163
313	0.3672128933
314	0.3668977114
315	0.3666603344
316	0.3665012874
317	0.3661681493
318	0.3659960274
319	0.3655469837
320	0.365257063
321	0.3649746819
322	0.3647134496
323	0.3645022898
324	0.3642667614
325	0.3640577819
326	0.3638665272
327	0.3635993079
328	0.3632243616
329	0.3629446787
330	0.3625834324
331	0.3623016431
332	0.3620613336
333	0.3617853754
